Index Name,Date,Open,High,Low,Close
NIFTY ALPHA 50,21-Nov-11,-,-,-,3510.28
NIFTY ALPHA 50,22-Nov-11,-,-,-,3496.76
NIFTY ALPHA 50,23-Nov-11,-,-,-,3434.77
NIFTY ALPHA 50,24-Nov-11,-,-,-,3503.32
NIFTY ALPHA 50,25-Nov-11,-,-,-,3521.99
NIFTY ALPHA 50,28-Nov-11,-,-,-,3582.28
NIFTY ALPHA 50,29-Nov-11,-,-,-,3564.7
NIFTY ALPHA 50,30-Nov-11,-,-,-,3544.03
NIFTY ALPHA 50,01-Dec-11,-,-,-,3564.91
NIFTY ALPHA 50,02-Dec-11,-,-,-,3639.6
NIFTY ALPHA 50,05-Dec-11,-,-,-,3637.27
NIFTY ALPHA 50,07-Dec-11,-,-,-,3633.22
NIFTY ALPHA 50,08-Dec-11,-,-,-,3566.72
NIFTY ALPHA 50,09-Dec-11,-,-,-,3519.75
NIFTY ALPHA 50,12-Dec-11,-,-,-,3440.68
NIFTY ALPHA 50,13-Dec-11,-,-,-,3445.22
NIFTY ALPHA 50,14-Dec-11,-,-,-,3411.53
NIFTY ALPHA 50,15-Dec-11,-,-,-,3391.07
NIFTY ALPHA 50,16-Dec-11,-,-,-,3299.97
NIFTY ALPHA 50,19-Dec-11,-,-,-,3235.46
NIFTY ALPHA 50,20-Dec-11,-,-,-,3181.41
NIFTY ALPHA 50,21-Dec-11,-,-,-,3240.98
NIFTY ALPHA 50,22-Dec-11,-,-,-,3288.55
NIFTY ALPHA 50,23-Dec-11,-,-,-,3259.42
NIFTY ALPHA 50,26-Dec-11,-,-,-,3294.38
NIFTY ALPHA 50,27-Dec-11,-,-,-,3249.19
NIFTY ALPHA 50,28-Dec-11,-,-,-,3196.09
NIFTY ALPHA 50,29-Dec-11,-,-,-,3192.69
NIFTY ALPHA 50,30-Dec-11,-,-,-,3180.22
NIFTY ALPHA 50,02-Jan-12,-,-,-,3179.17
NIFTY ALPHA 50,03-Jan-12,-,-,-,3260.99
NIFTY ALPHA 50,04-Jan-12,-,-,-,3261.51
NIFTY ALPHA 50,05-Jan-12,-,-,-,3276.84
NIFTY ALPHA 50,06-Jan-12,-,-,-,3273.76
NIFTY ALPHA 50,07-Jan-12,-,-,-,3283.1
NIFTY ALPHA 50,09-Jan-12,-,-,-,3294.36
NIFTY ALPHA 50,10-Jan-12,-,-,-,3360.51
NIFTY ALPHA 50,11-Jan-12,-,-,-,3374.02
NIFTY ALPHA 50,12-Jan-12,-,-,-,3387.06
NIFTY ALPHA 50,13-Jan-12,-,-,-,3397.03
NIFTY ALPHA 50,16-Jan-12,-,-,-,3414.95
NIFTY ALPHA 50,17-Jan-12,-,-,-,3456.72
NIFTY ALPHA 50,18-Jan-12,-,-,-,3408.17
NIFTY ALPHA 50,19-Jan-12,-,-,-,3432.9
NIFTY ALPHA 50,20-Jan-12,-,-,-,3416.74
NIFTY ALPHA 50,23-Jan-12,-,-,-,3431.28
NIFTY ALPHA 50,24-Jan-12,-,-,-,3487.77
NIFTY ALPHA 50,25-Jan-12,-,-,-,3545.76
NIFTY ALPHA 50,27-Jan-12,-,-,-,3574.97
NIFTY ALPHA 50,30-Jan-12,-,-,-,3520.51
NIFTY ALPHA 50,31-Jan-12,-,-,-,3617.1
NIFTY ALPHA 50,01-Feb-12,-,-,-,3640.64
NIFTY ALPHA 50,02-Feb-12,-,-,-,3677.81
NIFTY ALPHA 50,03-Feb-12,-,-,-,3722.24
NIFTY ALPHA 50,06-Feb-12,-,-,-,3733.18
NIFTY ALPHA 50,07-Feb-12,-,-,-,3674.08
NIFTY ALPHA 50,08-Feb-12,-,-,-,3722.86
NIFTY ALPHA 50,09-Feb-12,-,-,-,3773.47
NIFTY ALPHA 50,10-Feb-12,-,-,-,3789.83
NIFTY ALPHA 50,13-Feb-12,-,-,-,3821.29
NIFTY ALPHA 50,14-Feb-12,-,-,-,3842.77
NIFTY ALPHA 50,15-Feb-12,-,-,-,3913.18
NIFTY ALPHA 50,16-Feb-12,-,-,-,3901.66
NIFTY ALPHA 50,17-Feb-12,-,-,-,3912.22
NIFTY ALPHA 50,21-Feb-12,-,-,-,3940.12
NIFTY ALPHA 50,22-Feb-12,-,-,-,3828.86
NIFTY ALPHA 50,23-Feb-12,-,-,-,3822.31
NIFTY ALPHA 50,24-Feb-12,-,-,-,3809.89
NIFTY ALPHA 50,27-Feb-12,-,-,-,3748.26
NIFTY ALPHA 50,28-Feb-12,-,-,-,3876.1
NIFTY ALPHA 50,29-Feb-12,-,-,-,3901.19
NIFTY ALPHA 50,01-Mar-12,-,-,-,3860.71
NIFTY ALPHA 50,02-Mar-12,-,-,-,3846.64
NIFTY ALPHA 50,03-Mar-12,-,-,-,3848.45
NIFTY ALPHA 50,05-Mar-12,-,-,-,3794.73
NIFTY ALPHA 50,06-Mar-12,-,-,-,3751.99
NIFTY ALPHA 50,07-Mar-12,-,-,-,3770.53
NIFTY ALPHA 50,09-Mar-12,-,-,-,3848.86
NIFTY ALPHA 50,12-Mar-12,-,-,-,3891.87
NIFTY ALPHA 50,13-Mar-12,-,-,-,3952.11
NIFTY ALPHA 50,14-Mar-12,-,-,-,3945.33
NIFTY ALPHA 50,15-Mar-12,-,-,-,3888.09
NIFTY ALPHA 50,16-Mar-12,-,-,-,3868.73
NIFTY ALPHA 50,19-Mar-12,-,-,-,3830.22
NIFTY ALPHA 50,20-Mar-12,-,-,-,3878.87
NIFTY ALPHA 50,21-Mar-12,-,-,-,3980.43
NIFTY ALPHA 50,22-Mar-12,-,-,-,3883.33
NIFTY ALPHA 50,23-Mar-12,-,-,-,3922.97
NIFTY ALPHA 50,26-Mar-12,-,-,-,3879.55
NIFTY ALPHA 50,27-Mar-12,-,-,-,3878.22
NIFTY ALPHA 50,28-Mar-12,-,-,-,3829.9
NIFTY ALPHA 50,29-Mar-12,-,-,-,3838.54
NIFTY ALPHA 50,30-Mar-12,-,-,-,3941.61
NIFTY ALPHA 50,02-Apr-12,-,-,-,4004.21
NIFTY ALPHA 50,03-Apr-12,-,-,-,4030.62
NIFTY ALPHA 50,04-Apr-12,-,-,-,4038.43
NIFTY ALPHA 50,09-Apr-12,-,-,-,3983.12
NIFTY ALPHA 50,10-Apr-12,-,-,-,3975.3
NIFTY ALPHA 50,11-Apr-12,-,-,-,3957.89
NIFTY ALPHA 50,12-Apr-12,-,-,-,3973.69
NIFTY ALPHA 50,13-Apr-12,-,-,-,3962.83
NIFTY ALPHA 50,16-Apr-12,-,-,-,4009.52
NIFTY ALPHA 50,17-Apr-12,-,-,-,4035.26
NIFTY ALPHA 50,18-Apr-12,-,-,-,4051.89
NIFTY ALPHA 50,19-Apr-12,-,-,-,4067.12
NIFTY ALPHA 50,20-Apr-12,-,-,-,4029.18
NIFTY ALPHA 50,23-Apr-12,-,-,-,3966.83
NIFTY ALPHA 50,24-Apr-12,-,-,-,3970.96
NIFTY ALPHA 50,25-Apr-12,-,-,-,3979.12
NIFTY ALPHA 50,26-Apr-12,-,-,-,3968.8
NIFTY ALPHA 50,27-Apr-12,-,-,-,3995.04
NIFTY ALPHA 50,28-Apr-12,-,-,-,4000.66
NIFTY ALPHA 50,30-Apr-12,-,-,-,4030.24
NIFTY ALPHA 50,02-May-12,-,-,-,4023.3
NIFTY ALPHA 50,03-May-12,-,-,-,3995.8
NIFTY ALPHA 50,04-May-12,-,-,-,3906.6
NIFTY ALPHA 50,07-May-12,-,-,-,3924.54
NIFTY ALPHA 50,08-May-12,-,-,-,3871.06
NIFTY ALPHA 50,09-May-12,-,-,-,3819.61
NIFTY ALPHA 50,10-May-12,-,-,-,3824.15
NIFTY ALPHA 50,11-May-12,-,-,-,3816.67
NIFTY ALPHA 50,14-May-12,-,-,-,3775.08
NIFTY ALPHA 50,15-May-12,-,-,-,3796.21
NIFTY ALPHA 50,16-May-12,-,-,-,3763.71
NIFTY ALPHA 50,17-May-12,-,-,-,3765.92
NIFTY ALPHA 50,18-May-12,-,-,-,3772.12
NIFTY ALPHA 50,21-May-12,-,-,-,3810.19
NIFTY ALPHA 50,22-May-12,-,-,-,3780.58
NIFTY ALPHA 50,23-May-12,-,-,-,3766.4
NIFTY ALPHA 50,24-May-12,-,-,-,3813.19
NIFTY ALPHA 50,25-May-12,-,-,-,3836.61
NIFTY ALPHA 50,28-May-12,-,-,-,3905.36
NIFTY ALPHA 50,29-May-12,-,-,-,3905.72
NIFTY ALPHA 50,30-May-12,-,-,-,3850.31
NIFTY ALPHA 50,31-May-12,-,-,-,3847.92
NIFTY ALPHA 50,01-Jun-12,-,-,-,3774.79
NIFTY ALPHA 50,04-Jun-12,-,-,-,3750.62
NIFTY ALPHA 50,05-Jun-12,-,-,-,3753.04
NIFTY ALPHA 50,06-Jun-12,-,-,-,3836.7
NIFTY ALPHA 50,07-Jun-12,-,-,-,3856.76
NIFTY ALPHA 50,08-Jun-12,-,-,-,3863.18
NIFTY ALPHA 50,11-Jun-12,-,-,-,3848.32
NIFTY ALPHA 50,12-Jun-12,-,-,-,3866.67
NIFTY ALPHA 50,13-Jun-12,-,-,-,3872.07
NIFTY ALPHA 50,14-Jun-12,-,-,-,3822.8
NIFTY ALPHA 50,15-Jun-12,-,-,-,3850.74
NIFTY ALPHA 50,18-Jun-12,-,-,-,3803.15
NIFTY ALPHA 50,19-Jun-12,-,-,-,3821.05
NIFTY ALPHA 50,20-Jun-12,-,-,-,3860.1
NIFTY ALPHA 50,21-Jun-12,-,-,-,3885.37
NIFTY ALPHA 50,22-Jun-12,-,-,-,3874.82
NIFTY ALPHA 50,25-Jun-12,-,-,-,3862.83
NIFTY ALPHA 50,26-Jun-12,-,-,-,3867.73
NIFTY ALPHA 50,27-Jun-12,-,-,-,3881.24
NIFTY ALPHA 50,28-Jun-12,-,-,-,3888.14
NIFTY ALPHA 50,29-Jun-12,-,-,-,3949.4
NIFTY ALPHA 50,02-Jul-12,-,-,-,3959.33
NIFTY ALPHA 50,03-Jul-12,-,-,-,3970.58
NIFTY ALPHA 50,04-Jul-12,-,-,-,3971.09
NIFTY ALPHA 50,05-Jul-12,-,-,-,4011.64
NIFTY ALPHA 50,06-Jul-12,-,-,-,3979.06
NIFTY ALPHA 50,09-Jul-12,-,-,-,3955.62
NIFTY ALPHA 50,10-Jul-12,-,-,-,3995.91
NIFTY ALPHA 50,11-Jul-12,-,-,-,3983.3
NIFTY ALPHA 50,12-Jul-12,-,-,-,3960.6
NIFTY ALPHA 50,13-Jul-12,-,-,-,3948.98
NIFTY ALPHA 50,16-Jul-12,-,-,-,3941.7
NIFTY ALPHA 50,17-Jul-12,-,-,-,3926.17
NIFTY ALPHA 50,18-Jul-12,-,-,-,3951.47
NIFTY ALPHA 50,19-Jul-12,-,-,-,3961.6
NIFTY ALPHA 50,20-Jul-12,-,-,-,3948.1
NIFTY ALPHA 50,23-Jul-12,-,-,-,3893.78
NIFTY ALPHA 50,24-Jul-12,-,-,-,3895.99
NIFTY ALPHA 50,25-Jul-12,-,-,-,3904.95
NIFTY ALPHA 50,26-Jul-12,-,-,-,3855.39
NIFTY ALPHA 50,27-Jul-12,-,-,-,3853.75
NIFTY ALPHA 50,30-Jul-12,-,-,-,3900.43
NIFTY ALPHA 50,31-Jul-12,-,-,-,3911.41
NIFTY ALPHA 50,01-Aug-12,-,-,-,3954.98
NIFTY ALPHA 50,02-Aug-12,-,-,-,3958.14
NIFTY ALPHA 50,03-Aug-12,-,-,-,3952.22
NIFTY ALPHA 50,06-Aug-12,-,-,-,3978.56
NIFTY ALPHA 50,07-Aug-12,-,-,-,3979.9
NIFTY ALPHA 50,08-Aug-12,-,-,-,3989.09
NIFTY ALPHA 50,09-Aug-12,-,-,-,3997.58
NIFTY ALPHA 50,10-Aug-12,-,-,-,3989.64
NIFTY ALPHA 50,13-Aug-12,-,-,-,4013.67
NIFTY ALPHA 50,14-Aug-12,-,-,-,4034.87
NIFTY ALPHA 50,16-Aug-12,-,-,-,4023.4
NIFTY ALPHA 50,17-Aug-12,-,-,-,4038.14
NIFTY ALPHA 50,21-Aug-12,-,-,-,4068.5
NIFTY ALPHA 50,22-Aug-12,-,-,-,4061.47
NIFTY ALPHA 50,23-Aug-12,-,-,-,4078.99
NIFTY ALPHA 50,24-Aug-12,-,-,-,4052.14
NIFTY ALPHA 50,27-Aug-12,-,-,-,4015.86
NIFTY ALPHA 50,28-Aug-12,-,-,-,3988.78
NIFTY ALPHA 50,29-Aug-12,-,-,-,3952.91
NIFTY ALPHA 50,30-Aug-12,-,-,-,3982.69
NIFTY ALPHA 50,31-Aug-12,-,-,-,3969.67
NIFTY ALPHA 50,03-Sep-12,-,-,-,3981.8
NIFTY ALPHA 50,04-Sep-12,-,-,-,4011.55
NIFTY ALPHA 50,05-Sep-12,-,-,-,4017.1
NIFTY ALPHA 50,06-Sep-12,-,-,-,4046.38
NIFTY ALPHA 50,07-Sep-12,-,-,-,4108.7
NIFTY ALPHA 50,08-Sep-12,-,-,-,4136.68
NIFTY ALPHA 50,10-Sep-12,-,-,-,4135.73
NIFTY ALPHA 50,11-Sep-12,-,-,-,4150.55
NIFTY ALPHA 50,12-Sep-12,-,-,-,4186.67
NIFTY ALPHA 50,13-Sep-12,-,-,-,4176.92
NIFTY ALPHA 50,14-Sep-12,-,-,-,4216.48
NIFTY ALPHA 50,17-Sep-12,-,-,-,4216.84
NIFTY ALPHA 50,18-Sep-12,-,-,-,4222.69
NIFTY ALPHA 50,20-Sep-12,-,-,-,4191.46
NIFTY ALPHA 50,21-Sep-12,-,-,-,4237.7
NIFTY ALPHA 50,24-Sep-12,-,-,-,4238.62
NIFTY ALPHA 50,25-Sep-12,-,-,-,4270.9
NIFTY ALPHA 50,26-Sep-12,-,-,-,4286.91
NIFTY ALPHA 50,27-Sep-12,-,-,-,4319.27
NIFTY ALPHA 50,28-Sep-12,-,-,-,4368.92
NIFTY ALPHA 50,01-Oct-12,-,-,-,4414.59
NIFTY ALPHA 50,03-Oct-12,-,-,-,4434.28
NIFTY ALPHA 50,04-Oct-12,-,-,-,4433.21
NIFTY ALPHA 50,05-Oct-12,-,-,-,4381.84
NIFTY ALPHA 50,08-Oct-12,-,-,-,4353.64
NIFTY ALPHA 50,09-Oct-12,-,-,-,4390.62
NIFTY ALPHA 50,10-Oct-12,-,-,-,4344.77
NIFTY ALPHA 50,11-Oct-12,-,-,-,4369.56
NIFTY ALPHA 50,12-Oct-12,-,-,-,4370.29
NIFTY ALPHA 50,15-Oct-12,-,-,-,4367.12
NIFTY ALPHA 50,16-Oct-12,-,-,-,4345.25
NIFTY ALPHA 50,17-Oct-12,-,-,-,4357.49
NIFTY ALPHA 50,18-Oct-12,-,-,-,4403.68
NIFTY ALPHA 50,19-Oct-12,-,-,-,4378.73
NIFTY ALPHA 50,22-Oct-12,-,-,-,4382
NIFTY ALPHA 50,23-Oct-12,-,-,-,4388.68
NIFTY ALPHA 50,25-Oct-12,-,-,-,4399.5
NIFTY ALPHA 50,26-Oct-12,-,-,-,4370.38
NIFTY ALPHA 50,29-Oct-12,-,-,-,4361.64
NIFTY ALPHA 50,30-Oct-12,-,-,-,4336.84
NIFTY ALPHA 50,31-Oct-12,-,-,-,4389
NIFTY ALPHA 50,01-Nov-12,-,-,-,4417.86
NIFTY ALPHA 50,02-Nov-12,-,-,-,4430.36
NIFTY ALPHA 50,05-Nov-12,-,-,-,4422.31
NIFTY ALPHA 50,06-Nov-12,-,-,-,4466.01
NIFTY ALPHA 50,07-Nov-12,-,-,-,4506.94
NIFTY ALPHA 50,08-Nov-12,-,-,-,4493.38
NIFTY ALPHA 50,09-Nov-12,-,-,-,4449.08
NIFTY ALPHA 50,12-Nov-12,-,-,-,4481.62
NIFTY ALPHA 50,13-Nov-12,-,-,-,4518.04
NIFTY ALPHA 50,15-Nov-12,-,-,-,4497.69
NIFTY ALPHA 50,16-Nov-12,-,-,-,4474.01
NIFTY ALPHA 50,19-Nov-12,-,-,-,4444.98
NIFTY ALPHA 50,20-Nov-12,-,-,-,4413.13
NIFTY ALPHA 50,21-Nov-12,-,-,-,4445.09
NIFTY ALPHA 50,22-Nov-12,-,-,-,4483.01
NIFTY ALPHA 50,23-Nov-12,-,-,-,4496.31
NIFTY ALPHA 50,26-Nov-12,-,-,-,4549.45
NIFTY ALPHA 50,27-Nov-12,-,-,-,4615.09
NIFTY ALPHA 50,29-Nov-12,-,-,-,4655.09
NIFTY ALPHA 50,30-Nov-12,-,-,-,4679.31
NIFTY ALPHA 50,03-Dec-12,-,-,-,4717.59
NIFTY ALPHA 50,04-Dec-12,-,-,-,4758.05
NIFTY ALPHA 50,05-Dec-12,-,-,-,4731.56
NIFTY ALPHA 50,06-Dec-12,-,-,-,4744.27
NIFTY ALPHA 50,07-Dec-12,-,-,-,4723.16
NIFTY ALPHA 50,10-Dec-12,-,-,-,4725.71
NIFTY ALPHA 50,11-Dec-12,-,-,-,4715.11
NIFTY ALPHA 50,12-Dec-12,-,-,-,4726.27
NIFTY ALPHA 50,13-Dec-12,-,-,-,4688.03
NIFTY ALPHA 50,14-Dec-12,-,-,-,4710.48
NIFTY ALPHA 50,17-Dec-12,-,-,-,4721.95
NIFTY ALPHA 50,18-Dec-12,-,-,-,4775.06
NIFTY ALPHA 50,19-Dec-12,-,-,-,4822.37
NIFTY ALPHA 50,20-Dec-12,-,-,-,4830.11
NIFTY ALPHA 50,21-Dec-12,-,-,-,4749.3
NIFTY ALPHA 50,24-Dec-12,-,-,-,4778.29
NIFTY ALPHA 50,26-Dec-12,-,-,-,4787.04
NIFTY ALPHA 50,27-Dec-12,-,-,-,4752.37
NIFTY ALPHA 50,28-Dec-12,-,-,-,4767.38
NIFTY ALPHA 50,31-Dec-12,-,-,-,4790.81
NIFTY ALPHA 50,01-Jan-13,-,-,-,4832.55
NIFTY ALPHA 50,02-Jan-13,-,-,-,4858.16
NIFTY ALPHA 50,03-Jan-13,-,-,-,4876.54
NIFTY ALPHA 50,04-Jan-13,-,-,-,4866.44
NIFTY ALPHA 50,07-Jan-13,-,-,-,4850.33
NIFTY ALPHA 50,08-Jan-13,-,-,-,4857.32
NIFTY ALPHA 50,09-Jan-13,-,-,-,4855.66
NIFTY ALPHA 50,10-Jan-13,-,-,-,4863.92
NIFTY ALPHA 50,11-Jan-13,-,-,-,4797.4
NIFTY ALPHA 50,14-Jan-13,-,-,-,4839.34
NIFTY ALPHA 50,15-Jan-13,-,-,-,4851.38
NIFTY ALPHA 50,16-Jan-13,-,-,-,4808.26
NIFTY ALPHA 50,17-Jan-13,-,-,-,4818.5
NIFTY ALPHA 50,18-Jan-13,-,-,-,4816.08
NIFTY ALPHA 50,21-Jan-13,-,-,-,4853.26
NIFTY ALPHA 50,22-Jan-13,-,-,-,4815.43
NIFTY ALPHA 50,23-Jan-13,-,-,-,4785.37
NIFTY ALPHA 50,24-Jan-13,-,-,-,4695.57
NIFTY ALPHA 50,25-Jan-13,-,-,-,4783.5
NIFTY ALPHA 50,28-Jan-13,-,-,-,4799.86
NIFTY ALPHA 50,29-Jan-13,-,-,-,4779.06
NIFTY ALPHA 50,30-Jan-13,-,-,-,4787.94
NIFTY ALPHA 50,31-Jan-13,-,-,-,4805.41
NIFTY ALPHA 50,01-Feb-13,-,-,-,4815.25
NIFTY ALPHA 50,04-Feb-13,-,-,-,4796.89
NIFTY ALPHA 50,05-Feb-13,-,-,-,4768.94
NIFTY ALPHA 50,06-Feb-13,-,-,-,4796.12
NIFTY ALPHA 50,07-Feb-13,-,-,-,4749.83
NIFTY ALPHA 50,08-Feb-13,-,-,-,4713.18
NIFTY ALPHA 50,11-Feb-13,-,-,-,4702.77
NIFTY ALPHA 50,12-Feb-13,-,-,-,4703.39
NIFTY ALPHA 50,13-Feb-13,-,-,-,4659.9
NIFTY ALPHA 50,14-Feb-13,-,-,-,4620.22
NIFTY ALPHA 50,15-Feb-13,-,-,-,4635.8
NIFTY ALPHA 50,18-Feb-13,-,-,-,4641.29
NIFTY ALPHA 50,19-Feb-13,-,-,-,4711.2
NIFTY ALPHA 50,20-Feb-13,-,-,-,4718.2
NIFTY ALPHA 50,21-Feb-13,-,-,-,4646.98
NIFTY ALPHA 50,22-Feb-13,-,-,-,4654.09
NIFTY ALPHA 50,25-Feb-13,-,-,-,4628.14
NIFTY ALPHA 50,26-Feb-13,-,-,-,4539.48
NIFTY ALPHA 50,27-Feb-13,-,-,-,4572.51
NIFTY ALPHA 50,28-Feb-13,-,-,-,4485.48
NIFTY ALPHA 50,01-Mar-13,-,-,-,4492.33
NIFTY ALPHA 50,04-Mar-13,-,-,-,4431.49
NIFTY ALPHA 50,05-Mar-13,-,-,-,4515.6
NIFTY ALPHA 50,06-Mar-13,-,-,-,4562.02
NIFTY ALPHA 50,07-Mar-13,-,-,-,4605.22
NIFTY ALPHA 50,08-Mar-13,-,-,-,4664.96
NIFTY ALPHA 50,11-Mar-13,-,-,-,4675.44
NIFTY ALPHA 50,12-Mar-13,-,-,-,4649.73
NIFTY ALPHA 50,13-Mar-13,-,-,-,4587.53
NIFTY ALPHA 50,14-Mar-13,-,-,-,4610.13
NIFTY ALPHA 50,15-Mar-13,-,-,-,4609.69
NIFTY ALPHA 50,18-Mar-13,-,-,-,4600.37
NIFTY ALPHA 50,19-Mar-13,-,-,-,4544.36
NIFTY ALPHA 50,20-Mar-13,-,-,-,4481.11
NIFTY ALPHA 50,21-Mar-13,-,-,-,4451.94
NIFTY ALPHA 50,22-Mar-13,-,-,-,4403.62
NIFTY ALPHA 50,25-Mar-13,-,-,-,4395.17
NIFTY ALPHA 50,26-Mar-13,-,-,-,4397.19
NIFTY ALPHA 50,28-Mar-13,-,-,-,4475.11
NIFTY ALPHA 50,01-Apr-13,-,-,-,4524.55
NIFTY ALPHA 50,02-Apr-13,-,-,-,4566.96
NIFTY ALPHA 50,03-Apr-13,-,-,-,4547.16
NIFTY ALPHA 50,04-Apr-13,-,-,-,4443.61
NIFTY ALPHA 50,05-Apr-13,-,-,-,4433.94
NIFTY ALPHA 50,08-Apr-13,-,-,-,4447.07
NIFTY ALPHA 50,09-Apr-13,-,-,-,4397.42
NIFTY ALPHA 50,10-Apr-13,-,-,-,4431.55
NIFTY ALPHA 50,11-Apr-13,-,-,-,4452.04
NIFTY ALPHA 50,12-Apr-13,-,-,-,4408.95
NIFTY ALPHA 50,15-Apr-13,-,-,-,4419.68
NIFTY ALPHA 50,16-Apr-13,-,-,-,4446.62
NIFTY ALPHA 50,17-Apr-13,-,-,-,4504.72
NIFTY ALPHA 50,18-Apr-13,-,-,-,4518.87
NIFTY ALPHA 50,22-Apr-13,-,-,-,4567.31
NIFTY ALPHA 50,23-Apr-13,-,-,-,4577.19
NIFTY ALPHA 50,25-Apr-13,-,-,-,4591.31
NIFTY ALPHA 50,26-Apr-13,-,-,-,4555.58
NIFTY ALPHA 50,29-Apr-13,-,-,-,4586.9
NIFTY ALPHA 50,30-Apr-13,-,-,-,4628.6
NIFTY ALPHA 50,02-May-13,-,-,-,4686.21
NIFTY ALPHA 50,03-May-13,-,-,-,4682.85
NIFTY ALPHA 50,06-May-13,-,-,-,4741.96
NIFTY ALPHA 50,07-May-13,-,-,-,4779.95
NIFTY ALPHA 50,08-May-13,-,-,-,4823.39
NIFTY ALPHA 50,09-May-13,-,-,-,4796
NIFTY ALPHA 50,10-May-13,-,-,-,4792.65
NIFTY ALPHA 50,11-May-13,-,-,-,4822.42
NIFTY ALPHA 50,13-May-13,-,-,-,4780.28
NIFTY ALPHA 50,14-May-13,-,-,-,4775.59
NIFTY ALPHA 50,15-May-13,-,-,-,4842.35
NIFTY ALPHA 50,16-May-13,-,-,-,4852.61
NIFTY ALPHA 50,17-May-13,-,-,-,4848.45
NIFTY ALPHA 50,20-May-13,-,-,-,4827.35
NIFTY ALPHA 50,21-May-13,-,-,-,4796.92
NIFTY ALPHA 50,22-May-13,-,-,-,4799.09
NIFTY ALPHA 50,23-May-13,-,-,-,4667.22
NIFTY ALPHA 50,24-May-13,-,-,-,4694.8
NIFTY ALPHA 50,27-May-13,-,-,-,4735.56
NIFTY ALPHA 50,28-May-13,-,-,-,4726.41
NIFTY ALPHA 50,29-May-13,-,-,-,4721.41
NIFTY ALPHA 50,30-May-13,-,-,-,4725.26
NIFTY ALPHA 50,31-May-13,-,-,-,4679.85
NIFTY ALPHA 50,03-Jun-13,-,-,-,4689.54
NIFTY ALPHA 50,04-Jun-13,-,-,-,4707.82
NIFTY ALPHA 50,05-Jun-13,-,-,-,4696.19
NIFTY ALPHA 50,06-Jun-13,-,-,-,4684.16
NIFTY ALPHA 50,07-Jun-13,-,-,-,4666.67
NIFTY ALPHA 50,10-Jun-13,-,-,-,4626.84
NIFTY ALPHA 50,11-Jun-13,-,-,-,4553.73
NIFTY ALPHA 50,12-Jun-13,-,-,-,4496.66
NIFTY ALPHA 50,13-Jun-13,-,-,-,4436.51
NIFTY ALPHA 50,14-Jun-13,-,-,-,4493.42
NIFTY ALPHA 50,17-Jun-13,-,-,-,4546.24
NIFTY ALPHA 50,18-Jun-13,-,-,-,4563.33
NIFTY ALPHA 50,19-Jun-13,-,-,-,4564.84
NIFTY ALPHA 50,20-Jun-13,-,-,-,4484.29
NIFTY ALPHA 50,21-Jun-13,-,-,-,4439.71
NIFTY ALPHA 50,24-Jun-13,-,-,-,4317.98
NIFTY ALPHA 50,25-Jun-13,-,-,-,4287.6
NIFTY ALPHA 50,26-Jun-13,-,-,-,4265.07
NIFTY ALPHA 50,27-Jun-13,-,-,-,4296.28
NIFTY ALPHA 50,28-Jun-13,-,-,-,4358.85
NIFTY ALPHA 50,01-Jul-13,-,-,-,4468.11
NIFTY ALPHA 50,02-Jul-13,-,-,-,4456.62
NIFTY ALPHA 50,03-Jul-13,-,-,-,4417.82
NIFTY ALPHA 50,04-Jul-13,-,-,-,4458.78
NIFTY ALPHA 50,05-Jul-13,-,-,-,4450.63
NIFTY ALPHA 50,08-Jul-13,-,-,-,4464.4
NIFTY ALPHA 50,09-Jul-13,-,-,-,4491.75
NIFTY ALPHA 50,10-Jul-13,-,-,-,4477.45
NIFTY ALPHA 50,11-Jul-13,-,-,-,4495.68
NIFTY ALPHA 50,12-Jul-13,-,-,-,4512.33
NIFTY ALPHA 50,15-Jul-13,-,-,-,4566.72
NIFTY ALPHA 50,16-Jul-13,-,-,-,4514.96
NIFTY ALPHA 50,17-Jul-13,-,-,-,4487.91
NIFTY ALPHA 50,18-Jul-13,-,-,-,4522.56
NIFTY ALPHA 50,19-Jul-13,-,-,-,4494.81
NIFTY ALPHA 50,22-Jul-13,-,-,-,4490.32
NIFTY ALPHA 50,23-Jul-13,-,-,-,4487.34
NIFTY ALPHA 50,24-Jul-13,-,-,-,4430.44
NIFTY ALPHA 50,25-Jul-13,-,-,-,4397.18
NIFTY ALPHA 50,26-Jul-13,-,-,-,4351.06
NIFTY ALPHA 50,29-Jul-13,-,-,-,4280.44
NIFTY ALPHA 50,30-Jul-13,-,-,-,4211.21
NIFTY ALPHA 50,31-Jul-13,-,-,-,4201.54
NIFTY ALPHA 50,01-Aug-13,-,-,-,4182.08
NIFTY ALPHA 50,02-Aug-13,-,-,-,4143.15
NIFTY ALPHA 50,05-Aug-13,-,-,-,4130.98
NIFTY ALPHA 50,06-Aug-13,-,-,-,4024.25
NIFTY ALPHA 50,07-Aug-13,-,-,-,4016.42
NIFTY ALPHA 50,08-Aug-13,-,-,-,4049.47
NIFTY ALPHA 50,12-Aug-13,-,-,-,4146.33
NIFTY ALPHA 50,13-Aug-13,-,-,-,4231.17
NIFTY ALPHA 50,14-Aug-13,-,-,-,4289.62
NIFTY ALPHA 50,16-Aug-13,-,-,-,4152.32
NIFTY ALPHA 50,19-Aug-13,-,-,-,4059.06
